time,temperature_2m (Â°C),relativehumidity_2m (%),rain (mm),snowfall (cm),weathercode (wmo code),windspeed_10m (km/h),winddirection_10m (Â°)
2022-12-02T16:00,6.5,82,0.00,0.00,1,15.1,57
2022-12-02T17:00,5.8,85,0.00,0.00,2,16.0,54
2022-12-02T18:00,5.3,88,0.00,0.00,1,16.2,58
2022-12-02T19:00,5.5,86,0.00,0.00,1,16.9,61
2022-12-02T20:00,5.1,88,0.00,0.00,1,18.5,57
2022-12-02T21:00,4.9,87,0.00,0.00,2,20.0,51
2022-12-02T22:00,4.9,85,0.00,0.00,2,19.5,51
2022-12-02T23:00,5.0,83,0.00,0.00,2,19.6,49
2022-12-03T00:00,5.0,82,0.00,0.00,2,18.9,48
2022-12-03T01:00,5.1,82,0.00,0.00,2,18.4,48
2022-12-03T02:00,5.1,82,0.00,0.00,2,18.6,49
2022-12-03T03:00,5.2,81,0.00,0.00,3,19.4,50
2022-12-03T04:00,5.2,80,0.00,0.00,3,20.2,49
2022-12-03T05:00,5.0,79,0.00,0.00,3,20.2,49
2022-12-03T06:00,5.0,79,0.00,0.00,3,18.7,50
2022-12-03T07:00,5.5,80,0.00,0.00,3,17.9,52
2022-12-03T08:00,5.7,80,0.00,0.00,3,17.0,54
2022-12-03T09:00,6.0,82,0.10,0.00,51,16.3,55
2022-12-03T10:00,6.3,83,0.10,0.00,51,14.5,63
2022-12-03T11:00,6.5,84,0.10,0.00,51,14.7,62
2022-12-03T12:00,6.9,85,0.00,0.00,3,17.5,53
2022-12-03T13:00,7.2,82,0.10,0.00,51,19.9,44
2022-12-03T14:00,6.8,83,0.00,0.00,3,17.6,41
2022-12-03T15:00,6.5,82,0.00,0.00,3,17.1,39
2022-12-03T16:00,5.9,83,0.00,0.00,3,17.2,37
2022-12-03T17:00,5.4,84,0.00,0.00,3,17.1,35
2022-12-03T18:00,5.0,84,0.00,0.00,2,16.5,36
2022-12-03T19:00,5.2,87,0.00,0.00,2,16.2,37
2022-12-03T20:00,5.0,88,0.00,0.00,3,15.9,38
2022-12-03T21:00,5.0,88,0.00,0.00,3,15.6,40
2022-12-03T22:00,5.0,87,0.00,0.00,3,16.6,48
2022-12-03T23:00,4.9,86,0.00,0.00,3,16.8,47
2022-12-04T00:00,4.8,85,0.00,0.00,3,17.1,42
2022-12-04T01:00,4.5,86,0.00,0.00,3,16.6,41
2022-12-04T02:00,4.2,86,0.00,0.00,3,15.9,39
2022-12-04T03:00,3.9,86,0.00,0.00,3,14.1,38
2022-12-04T04:00,3.9,86,0.00,0.00,3,13.1,37
2022-12-04T05:00,3.9,86,0.00,0.00,3,12.3,38
2022-12-04T06:00,3.9,85,0.00,0.00,3,12.7,35
2022-12-04T07:00,4.2,91,0.00,0.00,3,13.0,28
2022-12-04T08:00,4.2,90,0.10,0.00,51,13.0,24
2022-12-04T09:00,4.4,89,0.10,0.00,51,12.9,27
2022-12-04T10:00,4.6,87,0.00,0.00,2,17.5,19
2022-12-04T11:00,4.9,85,0.10,0.00,51,20.0,14
2022-12-04T12:00,5.1,81,0.10,0.00,51,19.1,16
2022-12-04T13:00,5.1,81,0.00,0.00,3,18.6,22
2022-12-04T14:00,5.1,82,0.00,0.00,3,16.6,30
2022-12-04T15:00,5.0,81,0.00,0.00,3,16.1,39
2022-12-04T16:00,4.7,81,0.00,0.00,3,15.1,40
2022-12-04T17:00,4.5,82,0.00,0.00,3,15.3,43
2022-12-04T18:00,4.5,81,0.00,0.00,3,15.8,49
2022-12-04T19:00,4.4,82,0.10,0.00,51,16.0,54
2022-12-04T20:00,4.3,82,0.00,0.00,3,15.8,55
2022-12-04T21:00,4.1,83,0.00,0.00,3,14.0,55
2022-12-04T22:00,4.1,83,0.00,0.00,3,12.2,66
2022-12-04T23:00,4.2,84,0.00,0.00,3,12.9,72
2022-12-05T00:00,4.4,84,0.00,0.00,3,12.6,70
2022-12-05T01:00,4.7,84,0.00,0.00,3,12.9,63
2022-12-05T02:00,4.8,83,0.00,0.00,3,13.2,61
2022-12-05T03:00,4.9,83,0.00,0.00,3,13.4,59
2022-12-05T04:00,5.0,83,0.00,0.00,3,13.5,61
2022-12-05T05:00,5.1,83,0.00,0.00,3,14.0,64
2022-12-05T06:00,5.3,83,0.00,0.00,3,13.9,65
2022-12-05T07:00,5.5,86,0.00,0.00,3,13.2,64
2022-12-05T08:00,5.4,87,0.00,0.00,3,12.3,69
2022-12-05T09:00,5.7,87,0.00,0.00,3,12.3,75
2022-12-05T10:00,6.3,87,0.00,0.00,2,13.3,71
2022-12-05T11:00,7.0,84,0.00,0.00,2,15.6,64
2022-12-05T12:00,7.6,82,0.00,0.00,2,15.6,64
2022-12-05T13:00,7.7,83,0.00,0.00,3,16.3,62
2022-12-05T14:00,7.8,82,0.00,0.00,3,15.0,63
2022-12-05T15:00,7.4,84,0.00,0.00,3,13.7,63
2022-12-05T16:00,6.8,87,0.00,0.00,3,13.0,62
2022-12-05T17:00,6.4,89,0.00,0.00,3,14.4,58
2022-12-05T18:00,6.0,91,0.00,0.00,2,14.4,58
2022-12-05T19:00,5.7,93,0.00,0.00,2,14.2,60
2022-12-05T20:00,5.7,93,0.00,0.00,2,12.9,63
2022-12-05T21:00,5.4,93,0.00,0.00,2,12.4,68
2022-12-05T22:00,5.1,94,0.00,0.00,2,11.4,72
2022-12-05T23:00,4.8,94,0.00,0.00,2,11.6,74
2022-12-06T00:00,4.5,94,0.00,0.00,2,11.9,76
2022-12-06T01:00,4.4,94,0.00,0.00,2,12.3,75
2022-12-06T02:00,4.3,94,0.00,0.00,2,13.2,73
2022-12-06T03:00,4.3,94,0.00,0.00,1,14.1,71
2022-12-06T04:00,4.5,92,0.00,0.00,1,14.2,69
2022-12-06T05:00,4.7,90,0.00,0.00,1,13.1,69
2022-12-06T06:00,4.7,88,0.00,0.00,2,12.3,69
2022-12-06T07:00,4.0,91,0.00,0.00,1,11.8,70
2022-12-06T08:00,3.2,92,0.00,0.00,1,11.8,78
2022-12-06T09:00,3.5,91,0.00,0.00,1,12.7,82
2022-12-06T10:00,4.3,88,0.00,0.00,0,11.2,88
2022-12-06T11:00,5.2,84,0.00,0.00,0,11.9,90
2022-12-06T12:00,5.8,81,0.00,0.00,0,11.5,92
2022-12-06T13:00,6.2,80,0.00,0.00,0,11.6,95
2022-12-06T14:00,6.2,80,0.00,0.00,0,11.4,101
2022-12-06T15:00,5.7,83,0.00,0.00,1,9.8,107
2022-12-06T16:00,5.0,86,0.00,0.00,2,10.5,106
2022-12-06T17:00,4.5,89,0.00,0.00,2,12.1,100
2022-12-06T18:00,4.3,89,0.00,0.00,2,12.4,100
2022-12-06T19:00,4.5,88,0.00,0.00,2,12.4,100
2022-12-06T20:00,4.3,89,0.00,0.00,2,12.5,102
2022-12-06T21:00,3.9,92,0.00,0.00,1,12.1,102
2022-12-06T22:00,3.3,94,0.00,0.00,1,10.6,108
2022-12-06T23:00,2.7,95,0.00,0.00,0,10.8,111
2022-12-07T00:00,2.2,95,0.00,0.00,0,10.8,111
2022-12-07T01:00,1.7,96,0.00,0.00,0,11.2,111
2022-12-07T02:00,1.3,96,0.00,0.00,0,11.0,109
2022-12-07T03:00,0.9,96,0.00,0.00,0,11.0,109
2022-12-07T04:00,0.6,96,0.00,0.00,0,10.8,111
2022-12-07T05:00,0.2,96,0.00,0.00,0,11.0,113
2022-12-07T06:00,-0.0,96,0.00,0.00,0,11.0,113
2022-12-07T07:00,-0.2,96,0.00,0.00,0,10.8,116
2022-12-07T08:00,-0.5,96,0.00,0.00,0,10.6,118
2022-12-07T09:00,0.2,95,0.00,0.00,0,11.8,121
2022-12-07T10:00,2.0,91,0.00,0.00,0,10.5,117
2022-12-07T11:00,3.2,85,0.00,0.00,1,11.4,114
2022-12-07T12:00,3.9,82,0.00,0.00,1,11.4,114
2022-12-07T13:00,4.3,80,0.00,0.00,2,11.6,120
2022-12-07T14:00,4.3,79,0.00,0.00,1,11.0,128
2022-12-07T15:00,3.9,81,0.00,0.00,0,9.2,135
2022-12-07T16:00,3.1,84,0.00,0.00,0,9.2,135
2022-12-07T17:00,2.1,89,0.00,0.00,0,9.4,133
2022-12-07T18:00,1.3,92,0.00,0.00,0,9.7,135
2022-12-07T19:00,0.7,93,0.00,0.00,0,9.4,133
2022-12-07T20:00,-0.2,94,0.00,0.00,0,8.9,137
2022-12-07T21:00,-0.8,94,0.00,0.00,0,8.7,142
2022-12-07T22:00,-1.4,95,0.00,0.00,0,7.8,146
2022-12-07T23:00,-1.9,95,0.00,0.00,0,8.4,149
2022-12-08T00:00,-2.4,94,0.00,0.00,0,8.7,150
2022-12-08T01:00,-2.7,94,0.00,0.00,0,8.9,153
2022-12-08T02:00,-3.0,94,0.00,0.00,0,8.9,153
2022-12-08T03:00,-3.2,93,0.00,0.00,0,9.2,149
2022-12-08T04:00,-3.4,93,0.00,0.00,0,9.6,146
2022-12-08T05:00,-3.5,92,0.00,0.00,0,9.5,143
2022-12-08T06:00,-3.6,92,0.00,0.00,0,9.4,140
2022-12-08T07:00,-3.5,92,0.00,0.00,0,8.9,133
2022-12-08T08:00,-3.6,92,0.00,0.00,0,8.4,130
2022-12-08T09:00,-2.7,92,0.00,0.00,0,9.7,129
2022-12-08T10:00,-0.3,87,0.00,0.00,0,7.2,127
2022-12-08T11:00,1.0,82,0.00,0.00,0,7.0,125
2022-12-08T12:00,1.8,78,0.00,0.00,0,8.6,123
2022-12-08T13:00,2.3,77,0.00,0.00,0,8.9,122
2022-12-08T14:00,2.3,77,0.00,0.00,0,8.1,122
2022-12-08T15:00,1.6,81,0.00,0.00,0,5.9,128
2022-12-08T16:00,0.2,87,0.00,0.00,0,7.1,131
2022-12-08T17:00,-1.4,91,0.00,0.00,0,7.4,129
2022-12-08T18:00,-2.5,91,0.00,0.00,0,8.0,126
2022-12-08T19:00,-3.0,91,0.00,0.00,0,7.9,120
2022-12-08T20:00,-3.4,91,0.00,0.00,0,8.0,117
2022-12-08T21:00,-3.6,90,0.00,0.00,0,7.6,115
2022-12-08T22:00,-3.7,90,0.00,0.00,0,7.1,114
2022-12-08T23:00,-3.9,90,0.00,0.00,0,6.8,122
2022-12-09T00:00,-4.1,90,0.00,0.00,0,6.7,126
2022-12-09T01:00,-4.3,90,0.00,0.00,0,6.7,126
2022-12-09T02:00,-4.2,91,0.00,0.00,0,7.2,127
2022-12-09T03:00,-3.8,92,0.00,0.00,0,7.8,124
2022-12-09T04:00,-2.6,92,0.00,0.00,1,8.6,123
2022-12-09T05:00,-2.3,94,0.00,0.00,2,9.2,121
2022-12-09T06:00,-1.8,95,0.00,0.00,2,9.5,115
2022-12-09T07:00,-1.6,96,0.00,0.00,2,9.7,112
2022-12-09T08:00,-1.1,96,0.00,0.00,2,9.9,109
2022-12-09T09:00,-0.8,96,0.00,0.00,2,10.0,111
2022-12-09T10:00,0.9,91,0.00,0.00,2,8.9,111
2022-12-09T11:00,1.6,89,0.00,0.00,1,8.4,110
2022-12-09T12:00,2.3,86,0.00,0.00,1,9.1,108
2022-12-09T13:00,2.9,82,0.00,0.00,1,8.8,109
2022-12-09T14:00,2.8,83,0.00,0.00,0,7.4,119
2022-12-09T15:00,2.1,86,0.00,0.00,0,5.6,135
2022-12-09T16:00,0.6,91,0.00,0.00,0,7.4,141
2022-12-09T17:00,-1.0,93,0.00,0.00,0,8.0,144
2022-12-09T18:00,-2.0,93,0.00,0.00,0,8.1,148
2022-12-09T19:00,-2.6,94,0.00,0.00,0,7.9,150
2022-12-09T20:00,-3.1,94,0.00,0.00,0,7.9,156
2022-12-09T21:00,-3.3,93,0.00,0.00,0,8.0,162
2022-12-09T22:00,-3.5,93,0.00,0.00,0,8.0,172
2022-12-09T23:00,-3.6,93,0.00,0.00,0,8.3,180
2022-12-10T00:00,-3.7,93,0.00,0.00,0,8.3,180
2022-12-10T01:00,-3.7,93,0.00,0.00,0,7.9,180
2022-12-10T02:00,-3.8,93,0.00,0.00,0,7.9,183
2022-12-10T03:00,-3.9,93,0.00,0.00,0,7.6,188
2022-12-10T04:00,-4.0,93,0.00,0.00,0,8.1,193
2022-12-10T05:00,-4.1,94,0.00,0.00,0,8.5,192
2022-12-10T06:00,-3.7,94,0.00,0.00,0,7.8,193
2022-12-10T07:00,-3.9,94,0.00,0.00,0,7.9,196
2022-12-10T08:00,-4.1,95,0.00,0.00,0,7.6,199
2022-12-10T09:00,-3.4,95,0.00,0.00,0,9.2,206
2022-12-10T10:00,-0.8,94,0.00,0.00,0,9.7,207
2022-12-10T11:00,1.0,89,0.00,0.00,0,8.4,205
2022-12-10T12:00,2.0,87,0.00,0.00,0,7.7,208
2022-12-10T13:00,2.7,86,0.00,0.00,0,6.9,219
2022-12-10T14:00,2.7,88,0.00,0.00,0,5.4,233
2022-12-10T15:00,1.7,92,0.00,0.00,0,6.1,242
2022-12-10T16:00,0.2,96,0.00,0.00,0,7.2,243
2022-12-10T17:00,-0.8,97,0.00,0.00,0,7.0,235
2022-12-10T18:00,-1.5,97,0.00,0.00,0,9.2,222
2022-12-10T19:00,-2.4,96,0.00,0.00,0,9.2,211
2022-12-10T20:00,-2.0,97,0.00,0.00,0,7.9,219
2022-12-10T21:00,-1.4,98,0.00,0.00,0,6.5,236
2022-12-10T22:00,-1.6,99,0.00,0.00,2,5.7,235
2022-12-10T23:00,-1.7,99,0.00,0.00,3,4.7,266
2022-12-11T00:00,-2.5,99,0.00,0.00,3,4.6,288
2022-12-11T01:00,-3.3,97,0.00,0.00,3,2.6,286
2022-12-11T02:00,-3.5,97,0.00,0.00,3,1.8,349
2022-12-11T03:00,-3.5,97,0.00,0.00,3,3.1,21
2022-12-11T04:00,-3.5,97,0.00,0.00,3,4.3,5
2022-12-11T05:00,-3.3,97,0.00,0.00,3,4.0,360
2022-12-11T06:00,-3.3,97,0.00,0.00,3,4.3,360
2022-12-11T07:00,-2.9,97,0.00,0.00,3,4.0,5
2022-12-11T08:00,-2.6,97,0.00,0.00,3,4.4,9
2022-12-11T09:00,-2.0,97,0.00,0.00,3,5.6,15
2022-12-11T10:00,-1.2,98,0.10,0.00,51,8.4,20
2022-12-11T11:00,-0.2,97,0.00,0.07,71,8.8,19
2022-12-11T12:00,0.5,94,0.00,0.07,71,8.2,23
2022-12-11T13:00,1.0,93,0.00,0.07,71,8.1,32
2022-12-11T14:00,1.0,94,0.00,0.00,3,9.2,42
2022-12-11T15:00,0.5,96,0.00,0.00,3,9.1,56
2022-12-11T16:00,-0.0,97,0.00,0.00,3,9.5,61
2022-12-11T17:00,-0.5,98,0.00,0.00,3,12.0,69
2022-12-11T18:00,-0.5,97,0.00,0.07,71,11.5,70
2022-12-11T19:00,-0.6,97,0.00,0.21,73,13.1,74
2022-12-11T20:00,-0.6,96,0.00,0.21,73,13.0,76
2022-12-11T21:00,-0.7,97,0.00,0.21,73,12.8,79
2022-12-11T22:00,-0.7,97,0.00,0.21,73,10.5,106
2022-12-11T23:00,-0.6,97,0.00,0.14,71,11.4,114
2022-12-12T00:00,-0.6,97,0.00,0.14,71,11.4,118
2022-12-12T01:00,-0.7,97,0.00,0.14,71,11.3,121
2022-12-12T02:00,-0.8,97,0.00,0.07,71,11.0,122
2022-12-12T03:00,-0.6,97,0.00,0.00,3,9.7,121
2022-12-12T04:00,-0.4,97,0.00,0.00,3,7.2,127
2022-12-12T05:00,-0.2,98,0.00,0.00,3,6.1,130
2022-12-12T06:00,-0.2,98,0.00,0.00,3,4.4,125
2022-12-12T07:00,-0.5,97,0.00,0.00,3,2.2,99
2022-12-12T08:00,-0.4,97,0.00,0.00,3,1.6,27
2022-12-12T09:00,-0.3,97,0.00,0.00,3,3.1,324
2022-12-12T10:00,-0.0,96,0.00,0.00,3,5.9,313
2022-12-12T11:00,0.8,89,0.00,0.00,3,6.6,311
2022-12-12T12:00,1.6,84,0.00,0.00,3,7.7,311
2022-12-12T13:00,2.0,84,0.00,0.00,3,7.4,313
2022-12-12T14:00,2.1,87,0.00,0.00,3,7.4,321
2022-12-12T15:00,2.0,89,0.00,0.00,2,6.5,341
2022-12-12T16:00,1.3,93,0.00,0.00,2,5.8,4
2022-12-12T17:00,0.3,95,0.00,0.00,3,7.9,3
2022-12-12T18:00,0.1,95,0.00,0.00,2,9.9,350
2022-12-12T19:00,-0.0,96,0.00,0.00,2,11.0,341
2022-12-12T20:00,-0.1,96,0.00,0.00,1,11.0,341
2022-12-12T21:00,-0.7,95,0.00,0.00,0,10.7,346
2022-12-12T22:00,-1.5,94,0.00,0.00,1,9.8,352
2022-12-12T23:00,-1.8,93,0.00,0.00,0,10.2,350
2022-12-13T00:00,-2.4,92,0.00,0.00,0,9.5,351
2022-12-13T01:00,-2.9,92,0.00,0.00,0,9.7,358
2022-12-13T02:00,-3.2,92,0.00,0.00,1,9.7,2
2022-12-13T03:00,-3.4,92,0.00,0.00,2,9.0,5
2022-12-13T04:00,-3.3,92,0.00,0.00,2,9.7,4
2022-12-13T05:00,-2.8,92,0.00,0.00,2,10.1,4
2022-12-13T06:00,-2.6,91,0.00,0.00,3,10.2,8
2022-12-13T07:00,-2.2,91,0.00,0.00,3,10.5,6
2022-12-13T08:00,-2.0,90,0.00,0.00,3,10.8,2
2022-12-13T09:00,-1.4,89,0.00,0.00,3,11.9,357
2022-12-13T10:00,-0.4,85,0.00,0.00,3,13.1,351
2022-12-13T11:00,0.4,85,0.00,0.00,3,12.0,351
2022-12-13T12:00,0.8,83,0.00,0.00,3,11.2,356
2022-12-13T13:00,1.0,83,0.00,0.00,3,11.2,4
2022-12-13T14:00,0.8,85,0.00,0.00,3,10.3,12
2022-12-13T15:00,0.3,87,0.00,0.00,3,10.6,18
2022-12-13T16:00,-0.3,89,0.00,0.00,3,9.4,18
2022-12-13T17:00,-0.8,91,0.00,0.00,3,9.6,13
2022-12-13T18:00,-1.3,92,0.00,0.00,3,9.9,19
2022-12-13T19:00,-1.7,94,0.00,0.00,3,9.7,27
2022-12-13T20:00,-1.5,94,0.00,0.00,3,9.7,31
2022-12-13T21:00,-1.4,93,0.00,0.00,3,10.1,35
2022-12-13T22:00,-1.5,93,0.00,0.00,3,10.0,38
2022-12-13T23:00,-1.7,93,0.00,0.00,3,9.2,45
2022-12-14T00:00,-1.6,93,0.00,0.00,3,9.3,54
2022-12-14T01:00,-1.5,93,0.00,0.00,3,11.1,61
2022-12-14T02:00,-1.2,93,0.00,0.00,2,12.2,66
2022-12-14T03:00,-1.1,93,0.00,0.00,1,12.0,69
2022-12-14T04:00,-1.0,92,0.00,0.00,1,13.3,71
2022-12-14T05:00,-1.1,92,0.00,0.00,1,14.2,74
2022-12-14T06:00,-1.2,91,0.00,0.00,1,14.8,77
2022-12-14T07:00,-1.9,91,0.00,0.00,1,15.5,78
2022-12-14T08:00,-2.0,91,0.00,0.00,1,15.4,79
2022-12-14T09:00,-1.7,91,0.00,0.00,2,16.5,80
2022-12-14T10:00,-0.8,89,0.00,0.00,2,16.3,85
2022-12-14T11:00,0.2,84,0.00,0.00,1,15.2,85
2022-12-14T12:00,1.1,81,0.00,0.00,1,14.2,83
2022-12-14T13:00,1.3,82,0.00,0.00,1,13.7,85
2022-12-14T14:00,1.1,84,0.00,0.00,2,13.7,88
2022-12-14T15:00,0.4,89,0.00,0.00,2,12.2,90
2022-12-14T16:00,-0.4,93,0.00,0.00,3,12.3,93
2022-12-14T17:00,-0.7,94,0.00,0.00,3,13.0,92
2022-12-14T18:00,-1.0,94,0.00,0.00,3,13.3,90
2022-12-14T19:00,-0.5,94,0.00,0.00,2,13.7,90
2022-12-14T20:00,-0.9,94,0.00,0.00,1,13.0,93
2022-12-14T21:00,-1.6,93,0.00,0.00,0,12.3,97
2022-12-14T22:00,-2.4,92,0.00,0.00,0,11.2,96
2022-12-14T23:00,-3.0,92,0.00,0.00,0,10.9,99
2022-12-15T00:00,-3.4,91,0.00,0.00,0,11.0,101
2022-12-15T01:00,-3.7,91,0.00,0.00,0,11.3,99
2022-12-15T02:00,-3.9,90,0.00,0.00,0,10.6,100
2022-12-15T03:00,-4.2,88,0.00,0.00,0,9.9,100
2022-12-15T04:00,-4.5,87,0.00,0.00,0,9.8,98
2022-12-15T05:00,-4.8,86,0.00,0.00,0,10.5,98
2022-12-15T06:00,-5.0,86,0.00,0.00,0,10.2,98
2022-12-15T07:00,-5.2,87,0.00,0.00,0,8.8,102
2022-12-15T08:00,-5.4,86,0.00,0.00,0,8.6,105
2022-12-15T09:00,-4.9,85,0.00,0.00,0,9.6,103
2022-12-15T10:00,-2.9,78,0.00,0.00,0,8.0,100
2022-12-15T11:00,-1.4,73,0.00,0.00,0,7.2,108
2022-12-15T12:00,-0.2,70,0.00,0.00,0,7.3,110
2022-12-15T13:00,0.5,69,0.00,0.00,0,8.2,113
2022-12-15T14:00,0.5,72,0.00,0.00,0,9.8,114
2022-12-15T15:00,-0.3,76,0.00,0.00,0,11.3,112
2022-12-15T16:00,-1.6,82,0.00,0.00,0,11.8,110
2022-12-15T17:00,-2.2,86,0.00,0.00,0,13.3,109
2022-12-15T18:00,-2.4,87,0.00,0.00,0,13.5,106
2022-12-15T19:00,-2.1,91,0.00,0.00,0,12.9,103
2022-12-15T20:00,-2.1,92,0.00,0.00,0,13.1,99
2022-12-15T21:00,-2.2,93,0.00,0.00,0,13.1,98
2022-12-15T22:00,-2.3,92,0.00,0.00,0,12.3,95
2022-12-15T23:00,-2.4,92,0.00,0.00,0,12.3,97
2022-12-16T00:00,-2.6,91,0.00,0.00,0,12.0,99
2022-12-16T01:00,-2.8,91,0.00,0.00,0,12.1,100
2022-12-16T02:00,-3.0,91,0.00,0.00,0,12.1,100
2022-12-16T03:00,-3.2,91,0.00,0.00,0,12.1,102
2022-12-16T04:00,-3.4,91,0.00,0.00,0,11.8,102
2022-12-16T05:00,-3.6,92,0.00,0.00,0,10.6,100
2022-12-16T06:00,-3.8,92,0.00,0.00,0,9.6,103
2022-12-16T07:00,-4.1,93,0.00,0.00,0,9.1,108
2022-12-16T08:00,-4.4,93,0.00,0.00,0,8.1,111
2022-12-16T09:00,-4.0,94,0.00,0.00,0,8.1,111
2022-12-16T10:00,-1.8,93,0.00,0.00,0,7.6,115
2022-12-16T11:00,-0.1,89,0.00,0.00,0,6.8,122
2022-12-16T12:00,1.2,87,0.00,0.00,0,6.6,131
2022-12-16T13:00,2.0,86,0.00,0.00,0,5.6,130
2022-12-16T14:00,2.0,87,0.00,0.00,0,3.8,139
2022-12-16T15:00,1.3,91,0.00,0.00,1,8.1,148
2022-12-16T16:00,-0.8,97,0.00,0.00,1,7.9,156
2022-12-16T17:00,-2.5,99,0.00,0.00,0,8.0,170
2022-12-16T18:00,-3.5,99,0.00,0.00,1,8.6,180
2022-12-16T19:00,-3.2,99,0.00,0.00,1,8.1,193
2022-12-16T20:00,-4.2,98,0.00,0.00,1,6.3,211
2022-12-16T21:00,-4.8,97,0.00,0.00,2,6.1,230
2022-12-16T22:00,-4.7,96,0.00,0.00,3,6.6,241
2022-12-16T23:00,-4.4,96,0.00,0.00,3,6.8,252
2022-12-17T00:00,-4.0,96,0.00,0.00,2,8.6,248
2022-12-17T01:00,-3.7,96,0.00,0.00,2,8.9,243
2022-12-17T02:00,-3.5,96,0.00,0.00,1,8.7,240
2022-12-17T03:00,-3.3,96,0.00,0.00,1,8.7,240
2022-12-17T04:00,-2.7,96,0.00,0.00,2,9.0,247
2022-12-17T05:00,-2.4,95,0.00,0.00,3,9.8,253
2022-12-17T06:00,-2.1,94,0.00,0.00,3,10.4,256
2022-12-17T07:00,-1.7,90,0.00,0.00,3,11.0,259
2022-12-17T08:00,-1.5,90,0.00,0.00,3,11.6,263
2022-12-17T09:00,-0.6,89,0.00,0.00,2,12.3,263
2022-12-17T10:00,1.2,86,0.00,0.00,2,12.5,258
2022-12-17T11:00,3.3,79,0.00,0.00,3,12.6,257
2022-12-17T12:00,4.5,76,0.00,0.00,2,13.7,256
2022-12-17T13:00,4.9,78,0.00,0.00,3,14.2,254
2022-12-17T14:00,4.6,81,0.00,0.00,3,13.5,254
2022-12-17T15:00,3.6,86,0.00,0.00,3,12.0,263
2022-12-17T16:00,2.0,90,0.00,0.00,3,11.5,274
2022-12-17T17:00,0.9,91,0.00,0.00,3,11.2,276
2022-12-17T18:00,0.2,90,0.00,0.00,2,11.3,279
2022-12-17T19:00,-0.4,92,0.00,0.00,2,11.6,286
2022-12-17T20:00,-0.9,93,0.00,0.00,1,12.1,287
2022-12-17T21:00,-1.2,94,0.00,0.00,1,12.8,286
2022-12-17T22:00,-1.3,94,0.00,0.00,1,12.2,289
2022-12-17T23:00,-1.2,94,0.00,0.00,2,12.7,295
2022-12-18T00:00,-1.7,94,0.00,0.00,1,12.9,157
2022-12-18T01:00,-2.1,93,0.00,0.00,1,13.0,146
2022-12-18T02:00,-2.3,93,0.00,0.00,1,13.1,143
2022-12-18T03:00,-2.6,93,0.00,0.00,1,12.5,139
2022-12-18T04:00,-2.6,93,0.00,0.00,1,13.3,128
2022-12-18T05:00,-2.4,92,0.00,0.00,1,15.2,126
2022-12-18T06:00,-1.6,92,0.00,0.00,1,17.3,132
2022-12-18T07:00,-1.0,93,0.00,0.00,3,16.1,138
2022-12-18T08:00,-0.5,92,0.00,0.00,3,18.1,139
2022-12-18T09:00,0.2,92,0.00,0.00,3,16.8,149
2022-12-18T10:00,0.9,91,0.00,0.00,3,12.8,142
2022-12-18T11:00,1.4,92,0.20,0.00,51,15.0,134
2022-12-18T12:00,2.0,92,0.30,0.00,51,17.6,139
2022-12-18T13:00,2.6,92,0.50,0.00,53,19.8,147
2022-12-18T14:00,3.3,93,0.70,0.00,53,20.9,148
2022-12-18T15:00,4.1,95,0.70,0.00,53,22.8,149
2022-12-18T16:00,5.1,95,0.70,0.00,53,25.1,156
2022-12-18T17:00,6.4,93,0.70,0.00,53,25.9,166
2022-12-18T18:00,6.9,93,0.50,0.00,53,26.5,168
2022-12-18T19:00,6.4,92,0.40,0.00,51,26.6,171
2022-12-18T20:00,6.8,92,0.30,0.00,51,26.7,175
2022-12-18T21:00,7.5,92,0.10,0.00,51,26.3,181
2022-12-18T22:00,8.2,93,0.00,0.00,3,25.2,182
2022-12-18T23:00,8.9,93,0.10,0.00,51,25.1,187
2022-12-19T00:00,9.5,93,0.20,0.00,51,26.1,195
2022-12-19T01:00,10.1,92,0.30,0.00,51,29.3,201
2022-12-19T02:00,10.4,92,0.60,0.00,53,31.1,207
2022-12-19T03:00,11.0,92,0.20,0.00,51,30.1,209
2022-12-19T04:00,11.3,93,0.00,0.00,3,29.2,204
2022-12-19T05:00,11.3,93,0.00,0.00,3,29.9,202
2022-12-19T06:00,11.2,93,0.00,0.00,3,31.0,202
2022-12-19T07:00,11.2,93,0.00,0.00,3,31.8,202
2022-12-19T08:00,11.2,93,0.20,0.00,51,32.4,201
2022-12-19T09:00,11.2,93,0.30,0.00,51,32.2,200
2022-12-19T10:00,11.3,92,0.40,0.00,51,31.0,198
2022-12-19T11:00,11.4,92,0.60,0.00,53,31.7,195
2022-12-19T12:00,11.5,91,0.20,0.00,51,32.2,194
2022-12-19T13:00,11.6,90,0.00,0.00,3,33.3,196
2022-12-19T14:00,12.0,89,0.00,0.00,3,34.2,198
2022-12-19T15:00,12.3,88,0.00,0.00,3,34.2,200
2022-12-19T16:00,12.2,88,0.00,0.00,3,33.4,202
2022-12-19T17:00,12.1,88,0.40,0.00,51,31.8,202
2022-12-19T18:00,12.0,90,0.20,0.00,51,31.6,203
2022-12-19T19:00,12.2,91,0.50,0.00,53,31.0,202
2022-12-19T20:00,12.3,91,0.50,0.00,53,31.6,201
2022-12-19T21:00,12.3,91,0.30,0.00,51,32.2,200
2022-12-19T22:00,12.2,92,0.30,0.00,51,31.3,197
